,x_1,x_2,x_3,x_4,x_5
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,1,0,0,0,0
13,1,0,0,0,0
14,1,0,0,0,0
15,1,0,0,0,0
16,1,0,0,0,0
17,1,0,0,0,0
18,1,0,0,0,0
19,1,0,0,0,0
20,1,0,0,0,0
21,1,0,0,0,0
22,1,0,0,0,0
23,1,0,0,0,0
24,1,0,0,0,0
25,1,0,0,0,0
26,1,0,0,0,0
27,1,0,0,0,0
28,1,0,0,0,0
29,1,0,0,0,0
30,1,0,0,0,0
31,1,0,0,0,0
32,1,0,0,0,0
33,1,0,0,0,0
34,1,0,0,0,0
35,1,0,0,0,0
36,1,0,0,0,0
37,1,0,0,0,0
38,1,0,0,0,0
39,1,0,0,0,0
40,1,0,0,0,0
41,1,0,0,0,0
42,0,1,0,0,0
43,0,1,0,0,0
44,0,1,0,0,0
45,0,1,0,0,0
46,0,1,0,0,0
47,0,1,0,0,0
48,0,1,0,0,0
49,0,1,0,0,0
50,0,1,0,0,0
51,0,1,0,0,0
52,0,1,0,0,0
53,0,1,0,0,0
54,0,1,0,0,0
55,0,1,0,0,0
56,0,1,0,0,0
57,0,1,0,0,0
58,0,1,0,0,0
59,0,1,0,0,0
60,0,1,0,0,0
61,0,1,0,0,0
62,0,0,1,0,0
63,0,0,1,0,0
64,0,0,1,0,0
65,0,0,1,0,0
66,0,0,1,0,0
67,0,0,1,0,0
68,0,0,1,0,0
69,0,0,1,0,0
70,0,0,1,0,0
71,0,0,1,0,0
72,0,0,1,0,0
73,0,0,1,0,0
74,0,0,1,0,0
75,0,0,1,0,0
76,0,0,1,0,0
77,0,0,1,0,0
78,0,0,1,0,0
79,0,0,1,0,0
80,0,0,1,0,0
81,0,0,1,0,0
82,0,0,1,0,0
83,0,0,1,0,0
84,0,0,1,0,0
85,0,0,1,0,0
86,0,0,1,0,0
87,0,0,1,0,0
88,0,0,1,0,0
89,0,0,1,0,0
90,0,0,1,0,0
91,0,0,1,0,0
92,0,0,1,0,0
93,0,0,1,0,0
94,0,0,0,1,0
95,0,0,0,1,0
96,0,0,0,1,0
97,0,0,0,1,0
98,0,0,0,1,0
99,0,0,0,1,0
100,0,0,0,1,0
101,0,0,0,1,0
102,0,0,0,1,0
103,0,0,0,1,0
104,0,0,0,1,0
105,0,0,0,1,0
106,0,0,0,1,0
107,0,0,0,0,1
108,0,0,0,0,1
109,0,0,0,0,1
110,0,0,0,0,1
111,0,0,0,0,1
112,0,0,0,0,1
113,0,0,0,0,1
114,0,0,0,0,1
115,0,0,0,0,1
116,0,0,0,0,1
117,0,0,0,0,1
118,0,0,0,0,1
119,0,0,0,0,1
120,0,0,0,0,1
121,0,0,0,0,1
122,0,0,0,0,1
123,0,0,0,0,1
124,0,0,0,0,1
125,0,0,0,0,1
126,0,0,0,0,1
127,0,0,0,0,1
128,0,0,0,0,1
129,0,0,0,0,1
130,0,0,0,0,1
131,0,0,0,0,1
132,0,0,0,0,1
133,0,0,0,0,1
134,0,0,0,0,1
135,0,0,0,0,1
136,0,0,0,0,1
137,0,0,0,0,1
138,0,0,0,0,1
139,1,1,0,0,0
140,1,1,0,0,0
141,1,1,0,0,0
142,1,1,0,0,0
143,1,1,0,0,0
144,1,1,0,0,0
145,1,1,0,0,0
146,1,1,0,0,0
147,1,1,0,0,0
148,1,1,0,0,0
149,1,1,0,0,0
150,1,1,0,0,0
151,1,1,0,0,0
152,1,1,0,0,0
153,1,1,0,0,0
154,1,1,0,0,0
155,1,1,0,0,0
156,1,1,0,0,0
157,1,1,0,0,0
158,1,1,0,0,0
159,1,1,0,0,0
160,1,1,0,0,0
161,1,1,0,0,0
162,1,1,0,0,0
163,1,0,1,0,0
164,1,0,1,0,0
165,1,0,1,0,0
166,1,0,1,0,0
167,1,0,1,0,0
168,1,0,1,0,0
169,1,0,1,0,0
170,1,0,1,0,0
171,1,0,1,0,0
172,1,0,1,0,0
173,1,0,1,0,0
174,1,0,1,0,0
175,1,0,1,0,0
176,1,0,1,0,0
177,1,0,1,0,0
178,1,0,1,0,0
179,1,0,1,0,0
180,1,0,1,0,0
181,1,0,1,0,0
182,1,0,1,0,0
183,1,0,1,0,0
184,1,0,1,0,0
185,1,0,1,0,0
186,1,0,1,0,0
187,1,0,1,0,0
188,1,0,1,0,0
189,1,0,1,0,0
190,1,0,1,0,0
191,1,0,1,0,0
192,1,0,1,0,0
193,1,0,1,0,0
194,1,0,1,0,0
195,1,0,1,0,0
196,1,0,0,1,0
197,1,0,0,1,0
198,1,0,0,1,0
199,1,0,0,1,0
200,1,0,0,1,0
201,1,0,0,1,0
202,1,0,0,1,0
203,1,0,0,1,0
204,1,0,0,1,0
205,1,0,0,1,0
206,1,0,0,1,0
207,1,0,0,1,0
208,1,0,0,1,0
209,1,0,0,1,0
210,1,0,0,1,0
211,1,0,0,1,0
212,1,0,0,1,0
213,1,0,0,1,0
214,1,0,0,0,1
215,1,0,0,0,1
216,1,0,0,0,1
217,1,0,0,0,1
218,1,0,0,0,1
219,1,0,0,0,1
220,1,0,0,0,1
221,1,0,0,0,1
222,1,0,0,0,1
223,1,0,0,0,1
224,1,0,0,0,1
225,1,0,0,0,1
226,1,0,0,0,1
227,1,0,0,0,1
228,1,0,0,0,1
229,1,0,0,0,1
230,1,0,0,0,1
231,1,0,0,0,1
232,1,0,0,0,1
233,1,0,0,0,1
234,1,0,0,0,1
235,1,0,0,0,1
236,1,0,0,0,1
237,1,0,0,0,1
238,1,0,0,0,1
239,1,0,0,0,1
240,1,0,0,0,1
241,1,0,0,0,1
242,1,0,0,0,1
243,1,0,0,0,1
244,1,0,0,0,1
245,1,0,0,0,1
246,1,0,0,0,1
247,1,0,0,0,1
248,1,0,0,0,1
249,1,0,0,0,1
250,1,0,0,0,1
251,1,0,0,0,1
252,1,0,0,0,1
253,1,0,0,0,1
254,1,0,0,0,1
255,1,0,0,0,1
256,1,0,0,0,1
257,1,0,0,0,1
258,1,0,0,0,1
259,1,0,0,0,1
260,1,0,0,0,1
261,1,0,0,0,1
262,1,0,0,0,1
263,0,1,1,0,0
264,0,1,1,0,0
265,0,1,1,0,0
266,0,1,1,0,0
267,0,1,1,0,0
268,0,1,1,0,0
269,0,1,1,0,0
270,0,1,1,0,0
271,0,1,1,0,0
272,0,1,1,0,0
273,0,1,1,0,0
274,0,1,1,0,0
275,0,1,1,0,0
276,0,1,1,0,0
277,0,1,1,0,0
278,0,1,1,0,0
279,0,1,1,0,0
280,0,1,1,0,0
281,0,1,1,0,0
282,0,1,1,0,0
283,0,1,1,0,0
284,0,1,1,0,0
285,0,1,1,0,0
286,0,1,1,0,0
287,0,1,1,0,0
288,0,1,1,0,0
289,0,1,1,0,0
290,0,1,1,0,0
291,0,1,0,1,0
292,0,1,0,1,0
293,0,1,0,1,0
294,0,1,0,1,0
295,0,1,0,1,0
296,0,1,0,1,0
297,0,1,0,1,0
298,0,1,0,1,0
299,0,1,0,1,0
300,0,1,0,1,0
301,0,1,0,1,0
302,0,1,0,1,0
303,0,1,0,0,1
304,0,1,0,0,1
305,0,1,0,0,1
306,0,1,0,0,1
307,0,1,0,0,1
308,0,1,0,0,1
309,0,1,0,0,1
310,0,1,0,0,1
311,0,1,0,0,1
312,0,1,0,0,1
313,0,1,0,0,1
314,0,1,0,0,1
315,0,1,0,0,1
316,0,1,0,0,1
317,0,1,0,0,1
318,0,1,0,0,1
319,0,1,0,0,1
320,0,1,0,0,1
321,0,1,0,0,1
322,0,1,0,0,1
323,0,1,0,0,1
324,0,1,0,0,1
325,0,1,0,0,1
326,0,0,1,1,0
327,0,0,1,1,0
328,0,0,1,1,0
329,0,0,1,1,0
330,0,0,1,1,0
331,0,0,1,1,0
332,0,0,1,1,0
333,0,0,1,1,0
334,0,0,1,1,0
335,0,0,1,1,0
336,0,0,1,1,0
337,0,0,1,1,0
338,0,0,1,1,0
339,0,0,1,1,0
340,0,0,1,1,0
341,0,0,1,1,0
342,0,0,1,1,0
343,0,0,1,1,0
344,0,0,1,1,0
345,0,0,1,1,0
346,0,0,1,1,0
347,0,0,1,1,0
348,0,0,1,1,0
349,0,0,1,1,0
350,0,0,1,0,1
351,0,0,1,0,1
352,0,0,1,0,1
353,0,0,1,0,1
354,0,0,1,0,1
355,0,0,1,0,1
356,0,0,1,0,1
357,0,0,1,0,1
358,0,0,1,0,1
359,0,0,1,0,1
360,0,0,1,0,1
361,0,0,1,0,1
362,0,0,1,0,1
363,0,0,1,0,1
364,0,0,1,0,1
365,0,0,1,0,1
366,0,0,1,0,1
367,0,0,1,0,1
368,0,0,1,0,1
369,0,0,1,0,1
370,0,0,1,0,1
371,0,0,1,0,1
372,0,0,1,0,1
373,0,0,1,0,1
374,0,0,1,0,1
375,0,0,1,0,1
376,0,0,1,0,1
377,0,0,1,0,1
378,0,0,1,0,1
379,0,0,1,0,1
